County,Municipality,USC,STS,STH,Mailed,Not Mailed,Mailing Status
Montgomery,Lower Gwynedd Twp,1  ,12  ,151  ,1,0,In Progress
Montgomery,Lower Frederick Twp,5  ,17  ,149  ,1,0,In Progress
Montgomery,Whitpain Twp,4  ,24  ,61  ,1,0,In Progress
Montgomery,Whitpain Twp,4  ,24  ,70  ,1,0,In Progress
Montgomery,Whitpain Twp,4  ,4  ,154  ,1,0,In Progress
Berks,Brecknock Twp,6  ,11  ,128  ,1,0,In Progress
Montgomery,Whitpain Twp,4  ,7  ,148  ,1,0,In Progress
Montgomery,Whitpain Twp,5  ,17  ,149  ,1,0,In Progress
Montgomery,Worcester Twp,4  ,12  ,61  ,1,0,In Progress
Lancaster,Elizabeth Twp,11  ,36  ,96  ,1,0,In Progress
Montgomery,Worcester Twp,4  ,24  ,146  ,1,0,In Progress
Montgomery,Worcester Twp,4  ,24  ,147  ,1,0,In Progress
Montgomery,Lower Frederick Twp,4  ,24  ,146  ,1,0,In Progress
Montgomery,Worcester Twp,4  ,44  ,150  ,1,0,In Progress
Montgomery,Worcester Twp,4  ,7  ,54  ,1,0,In Progress
Lancaster,East Petersburg Boro,11  ,36  ,98  ,1,0,In Progress
Centre,Gregg Twp,15  ,25  ,82  ,1,0,In Progress
Beaver,Chippewa Twp,17  ,47  ,16  ,1,0,In Progress
Montgomery,Limerick Twp,5  ,17  ,149  ,1,0,In Progress
Beaver,Brighton Twp,17  ,47  ,16  ,1,0,In Progress
Lancaster,Earl Twp,11  ,36  ,37  ,1,0,In Progress
Beaver,Brighton Twp,17  ,47  ,14  ,1,0,In Progress
Lancaster,Earl Twp,11  ,13  ,97  ,1,0,In Progress
Montgomery,Limerick Twp,4  ,44  ,146  ,1,0,In Progress
Montgomery,Limerick Twp,4  ,24  ,70  ,1,0,In Progress
Lancaster,Millersville Boro,11  ,13  ,96  ,1,0,In Progress
Lancaster,Drumore East Twp,11  ,36  ,41  ,1,0,In Progress
Montgomery,Limerick Twp,4  ,12  ,151  ,1,0,In Progress
Beaver,Beaver,17  ,47  ,16  ,1,0,In Progress
Centre,Milesburg Boro,15  ,25  ,171  ,1,0,In Progress
Lancaster,Donegal West Twp,11  ,36  ,41  ,1,0,In Progress
Lancaster,Donegal East Twp,11  ,13  ,96  ,1,0,In Progress
Montgomery,Limerick Twp,1  ,12  ,53  ,1,0,In Progress
Beaver,Aliquippa,17  ,47  ,14  ,1,0,In Progress
Centre,Patton Twp,15  ,25  ,171  ,1,0,In Progress
Montgomery,Lansdale Boro,4  ,4  ,153  ,1,0,In Progress
Centre,Patton Twp,15  ,25  ,77  ,1,0,In Progress
Lancaster,Conestoga Twp,11  ,36  ,96  ,1,0,In Progress
Lancaster,Conestoga Twp,11  ,36  ,41  ,1,0,In Progress
Lancaster,Columbia Boro,11  ,36  ,96  ,1,0,In Progress
Lancaster,Columbia Boro,11  ,36  ,37  ,1,0,In Progress
Centre,Spring Twp,15  ,25  ,77  ,1,0,In Progress
Lancaster,Cocalico West Twp,11  ,36  ,37  ,1,0,In Progress
Lancaster,Clay Twp,11  ,36  ,43  ,1,0,In Progress
Lancaster,Caernarvon Twp,11  ,36  ,43  ,1,0,In Progress
Centre,Union Twp,15  ,25  ,77  ,1,0,In Progress
Lancaster,Brecknock Twp,11  ,36  ,43  ,1,0,In Progress
Berks,Caernarvon Twp,4  ,24  ,128  ,1,0,In Progress
Chester,Birmingham Twp,6  ,19  ,156  ,1,0,In Progress
Northampton,Allen Twsp,7  ,18  ,135  ,1,0,In Progress
Northampton,Allen Twsp,7  ,18  ,136  ,1,0,In Progress
Lackawanna,Throop,8  ,40  ,112  ,1,0,In Progress
Lackawanna,Throop,8  ,22  ,114  ,1,0,In Progress
Northampton,Bethlehem,7  ,14  ,138  ,1,0,In Progress
Northampton,Bethlehem,7  ,18  ,131  ,1,0,In Progress
Chester,Birmingham Twp,6  ,44  ,155  ,1,0,In Progress
Chester,Caln Twp,6  ,19  ,156  ,1,0,In Progress
Chester,Caln Twp,6  ,19  ,167  ,1,0,In Progress
Lackawanna,Taylor,8  ,22  ,113  ,1,0,In Progress
Chester,Caln Twp,6  ,19  ,74  ,1,0,In Progress
Northampton,Bethlehem Twsp,7  ,18  ,136  ,1,0,In Progress
Lackawanna,Springbrook,8  ,22  ,118  ,1,0,In Progress
Montgomery,Lansdale Boro,1  ,12  ,151  ,1,0,In Progress
Lancaster,New Holland Boro,11  ,13  ,43  ,1,0,In Progress
Lackawanna,Springbrook,8  ,22  ,113  ,1,0,In Progress
Montgomery,Horsham Twp,4  ,24  ,61  ,1,0,In Progress
Northampton,East Allen Twsp,7  ,14  ,138  ,1,0,In Progress
Lancaster,New Holland Boro,11  ,13  ,96  ,1,0,In Progress
Northampton,East Allen Twsp,7  ,18  ,135  ,1,0,In Progress
Armstrong,Kittanning Boro,15  ,41  ,60  ,1,0,In Progress
Northampton,Easton,7  ,14  ,135  ,1,0,In Progress
Northampton,Easton,7  ,18  ,135  ,1,0,In Progress
Armstrong,Hovey Twp,15  ,41  ,63  ,1,0,In Progress
Berks,Centre Twp,6  ,11  ,126  ,1,0,In Progress
Northampton,Easton,7  ,18  ,138  ,1,0,In Progress
Northampton,Forks,7  ,14  ,138  ,1,0,In Progress
Montgomery,Horsham Twp,1  ,12  ,53  ,1,0,In Progress
Chester,Caln Twp,6  ,44  ,167  ,1,0,In Progress
Berks,Cumru Twp,6  ,11  ,126  ,1,0,In Progress
Armstrong,Ford City Boro,15  ,41  ,63  ,1,0,In Progress
Northampton,Freemansburg,7  ,18  ,137  ,1,0,In Progress
Montgomery,Hatfield Twp,4  ,4  ,154  ,1,0,In Progress
Montgomery,Hatfield Twp,4  ,12  ,61  ,1,0,In Progress
Armstrong,East Franklin Twp,15  ,41  ,63  ,1,0,In Progress
Chester,Charlestown Twp,6  ,19  ,157  ,1,0,In Progress
Northampton,Hanover,7  ,18  ,136  ,1,0,In Progress
Chester,Charlestown Twp,6  ,44  ,26  ,1,0,In Progress
Northampton,Hanover,7  ,18  ,138  ,1,0,In Progress
Lackawanna,Scott Twp,8  ,22  ,113  ,1,0,In Progress
Northampton,Hellertown Boro,7  ,18  ,138  ,1,0,In Progress
Northampton,Lehigh Twsp,7  ,14  ,135  ,1,0,In Progress
Montgomery,Hatfield Twp,4  ,12  ,53  ,1,0,In Progress
Lackawanna,Roaring Brook,8  ,22  ,114  ,1,0,In Progress
Northampton,Lehigh Twsp,7  ,18  ,137  ,1,0,In Progress
Northampton,Lehigh Twsp,7  ,18  ,138  ,1,0,In Progress
Chester,Coatesville City,6  ,19  ,156  ,1,0,In Progress
Lackawanna,Olyphant,8  ,22  ,112  ,1,0,In Progress
Northampton,Lower Nazareth,7  ,18  ,138  ,1,0,In Progress
Cumberland,South Middleton Twp,10  ,31  ,88  ,1,0,In Progress
Lackawanna,Old Forge,8  ,40  ,113  ,1,0,In Progress
Lackawanna,Old Forge,8  ,22  ,113  ,1,0,In Progress
Chester,Downingtown Boro,6  ,19  ,13  ,1,0,In Progress
Berks,Cumru Twp,6  ,11  ,129  ,1,0,In Progress
Northampton,Lower Saucon Twsp,7  ,18  ,138  ,1,0,In Progress
Armstrong,Applewold Boro,15  ,41  ,63  ,1,0,In Progress
Montgomery,Hatfield Boro,4  ,12  ,53  ,1,0,In Progress
Northampton,Nazareth Boro,7  ,14  ,135  ,1,0,In Progress
Northampton,Nazareth Boro,7  ,18  ,136  ,1,0,In Progress
Lackawanna,Newton,8  ,22  ,114  ,1,0,In Progress
Northampton,Nazareth Boro,7  ,18  ,138  ,1,0,In Progress
Berks,Cumru Twp,9  ,48  ,5  ,1,0,In Progress
Allegheny,Wilmerding,12  ,43  ,34  ,1,0,In Progress
Northampton,Northampton Boro,7  ,18  ,137  ,1,0,In Progress
Northampton,Northampton Boro,7  ,18  ,138  ,1,0,In Progress
Lancaster,New Holland Boro,11  ,13  ,97  ,1,0,In Progress
Northampton,Palmer,7  ,14  ,183  ,1,0,In Progress
Northampton,Palmer,7  ,18  ,135  ,1,0,In Progress
Montgomery,Franconia Twp,5  ,17  ,54  ,1,0,In Progress
Allegheny,Wilkinsburg,17  ,42  ,42  ,1,0,In Progress
Montgomery,Franconia Twp,4  ,44  ,146  ,1,0,In Progress
Northampton,Plainfield Twsp,7  ,18  ,137  ,1,0,In Progress
Allegheny,Wilkinsburg,12  ,45  ,38  ,1,0,In Progress
Chester,Downingtown Boro,6  ,19  ,157  ,1,0,In Progress
Allegheny,Wilkinsburg,12  ,45  ,35  ,1,0,In Progress
Allegheny,Wilkinsburg,12  ,45  ,34  ,1,0,In Progress
Allegheny,Wilkinsburg,12  ,45  ,25  ,1,0,In Progress
Northampton,Upper Mt Bethel Twp,7  ,18  ,135  ,1,0,In Progress
Lackawanna,Moosic,8  ,40  ,113  ,1,0,In Progress
Northampton,Upper Nazareth,7  ,14  ,138  ,1,0,In Progress
Northampton,Upper Nazareth,7  ,14  ,183  ,1,0,In Progress
Montgomery,Franconia Twp,4  ,24  ,61  ,1,0,In Progress
Northampton,Upper Nazareth,7  ,18  ,138  ,1,0,In Progress
Allegheny,Wilkinsburg,12  ,43  ,24  ,1,0,In Progress
Northampton,Washington Twsp,7  ,18  ,137  ,1,0,In Progress
Chester,Downingtown Boro,6  ,19  ,167  ,1,0,In Progress
Allegheny,Wilkinsburg,12  ,42  ,21  ,1,0,In Progress
Northampton,West Easton,7  ,18  ,137  ,1,0,In Progress
Northampton,Williams Twsp,7  ,18  ,135  ,1,0,In Progress
Allegheny,Wilkinsburg,12  ,42  ,20  ,1,0,In Progress
Cumberland,Silver Spring Twp,10  ,34  ,103  ,1,0,In Progress
Allegheny,Wilkinsburg,12  ,38  ,24  ,1,0,In Progress
Cambria,South Fork Boro,13  ,35  ,72  ,1,0,In Progress
Northampton,Wind Gap Boro,7  ,14  ,135  ,1,0,In Progress
Allegheny,Wilkins,17  ,43  ,34  ,1,0,In Progress
Montgomery,Franconia Twp,1  ,24  ,131  ,1,0,In Progress
Allegheny,Wilkins,17  ,38  ,21  ,1,0,In Progress
Lackawanna,Moosic,8  ,22  ,113  ,1,0,In Progress
Chester,Downingtown Boro,6  ,44  ,155  ,1,0,In Progress
Lackawanna,Mayfield,8  ,22  ,113  ,1,0,In Progress
Berks,Exeter Twp,4  ,24  ,128  ,1,0,In Progress
Lackawanna,Jessup,8  ,40  ,113  ,1,0,In Progress
Allegheny,Wilkins,17  ,38  ,20  ,1,0,In Progress
Chester,East Bradford Twp,6  ,19  ,158  ,1,0,In Progress
Lancaster,Penn Twp,11  ,13  ,96  ,1,0,In Progress
Montgomery,East Norriton Twp,4  ,7  ,148  ,1,0,In Progress
Allegheny,Wilkins,12  ,45  ,35  ,1,0,In Progress
Lackawanna,Jefferson,8  ,22  ,113  ,1,0,In Progress
Northumberland,Mcewensville Boro,9  ,27  ,108  ,1,0,In Progress
Allegheny,Wilkins,12  ,43  ,36  ,1,0,In Progress
Allegheny,Whitehall,17  ,45  ,42  ,1,0,In Progress
Northumberland,Mt Carmel Boro,9  ,27  ,108  ,1,0,In Progress
Lancaster,Penn Twp,11  ,36  ,41  ,1,0,In Progress
Northumberland,Northumberland Boro,9  ,27  ,107  ,1,0,In Progress
Chester,East Bradford Twp,6  ,44  ,167  ,1,0,In Progress
Allegheny,Whitehall,12  ,45  ,39  ,1,0,In Progress
Allegheny,Whitehall,12  ,45  ,35  ,1,0,In Progress
Allegheny,Whitehall,12  ,42  ,36  ,1,0,In Progress
Allegheny,Whitehall,12  ,42  ,19  ,1,0,In Progress
Chester,East Bradford Twp,6  ,9  ,160  ,1,0,In Progress
Montgomery,East Norriton Twp,4  ,4  ,154  ,1,0,In Progress
Allegheny,Whitehall,12  ,37  ,39  ,1,0,In Progress
Chester,East Brandywine Twp,6  ,19  ,155  ,1,0,In Progress
Northumberland,Sunbury City,9  ,27  ,107  ,1,0,In Progress
Allegheny,White Oak,17  ,38  ,21  ,1,0,In Progress
Allegheny,White Oak,12  ,43  ,34  ,1,0,In Progress
Montgomery,East Norriton Twp,4  ,24  ,61  ,1,0,In Progress
Allegheny,White Oak,12  ,43  ,23  ,1,0,In Progress
Lackawanna,Dunmore,8  ,40  ,112  ,1,0,In Progress
Lackawanna,Dunmore,8  ,22  ,118  ,1,0,In Progress
Allegheny,Whitaker,12  ,45  ,38  ,1,0,In Progress
Montgomery,East Norriton Twp,4  ,12  ,54  ,1,0,In Progress
Allegheny,West View,17  ,42  ,20  ,1,0,In Progress
Allegheny,West View,17  ,38  ,21  ,1,0,In Progress
Chester,East Brandywine Twp,6  ,19  ,167  ,1,0,In Progress
Allegheny,West View,12  ,43  ,24  ,1,0,In Progress
Allegheny,West Mifflin,17  ,42  ,42  ,1,0,In Progress
Montgomery,East Norriton Twp,1  ,12  ,151  ,1,0,In Progress
Allegheny,West Mifflin,12  ,43  ,38  ,1,0,In Progress
Allegheny,West Mifflin,12  ,43  ,23  ,1,0,In Progress
Allegheny,West Mifflin,12  ,43  ,19  ,1,0,In Progress
Montgomery,East Greenville Boro,4  ,44  ,146  ,1,0,In Progress
Chester,East Brandywine Twp,6  ,44  ,74  ,1,0,In Progress
Allegheny,West Mifflin,12  ,42  ,36  ,1,0,In Progress
Lancaster,Penn Twp,11  ,36  ,96  ,1,0,In Progress
Montgomery,Douglass Twp,4  ,12  ,61  ,1,0,In Progress
Allegheny,West Mifflin,12  ,37  ,39  ,1,0,In Progress
Chester,East Caln Twp,6  ,19  ,156  ,1,0,In Progress
Lancaster,Penn Twp,11  ,36  ,97  ,1,0,In Progress
Chester,East Caln Twp,6  ,19  ,74  ,1,0,In Progress
Lancaster,Penn Twp,11  ,36  ,98  ,1,0,In Progress
Montgomery,Conshohocken Boro,4  ,7  ,148  ,1,0,In Progress
Chester,East Caln Twp,6  ,44  ,167  ,1,0,In Progress
Allegheny,West Deer,17  ,38  ,33  ,1,0,In Progress
Allegheny,West Deer,12  ,42  ,21  ,1,0,In Progress
Montgomery,Conshohocken Boro,4  ,44  ,146  ,1,0,In Progress
Chester,East Coventry Twp,6  ,44  ,155  ,1,0,In Progress
Allegheny,Upper St Clair,17  ,42  ,27  ,1,0,In Progress
Montgomery,Conshohocken Boro,4  ,4  ,153  ,1,0,In Progress
Lackawanna,Clarks Green,8  ,22  ,113  ,1,0,In Progress
Allegheny,Upper St Clair,12  ,45  ,38  ,1,0,In Progress
Allegheny,Upper St Clair,12  ,42  ,21  ,1,0,In Progress
Berks,Fleetwood Boro,4  ,11  ,126  ,1,0,In Progress
Allegheny,Turtle Creek,17  ,43  ,32  ,1,0,In Progress
Philadelphia,(Empty),2  ,2  ,180  ,1,0,In Progress
Philadelphia,(Empty),2  ,2  ,197  ,1,0,In Progress
Montgomery,Collegeville Boro,4  ,24  ,146  ,1,0,In Progress
Allegheny,Turtle Creek,12  ,43  ,24  ,1,0,In Progress
Allegheny,Turtle Creek,12  ,43  ,23  ,1,0,In Progress
Chester,East Fallowfield Twp,6  ,19  ,74  ,1,0,In Progress
Allegheny,Thornburg,17  ,37  ,44  ,1,0,In Progress
Lackawanna,Carbondale,8  ,22  ,118  ,1,0,In Progress
Allegheny,Tarentum,12  ,43  ,19  ,1,0,In Progress
Allegheny,Swissvale,17  ,43  ,32  ,1,0,In Progress
Montgomery,Collegeville Boro,1  ,24  ,131  ,1,0,In Progress
Allegheny,Swissvale,17  ,37  ,30  ,1,0,In Progress
Berks,Fleetwood Boro,6  ,11  ,128  ,1,0,In Progress
Cambria,Richland Twp,13  ,35  ,72  ,1,0,In Progress
Allegheny,Swissvale,12  ,42  ,36  ,1,0,In Progress
Montgomery,Cheltenham Twp,4  ,24  ,146  ,1,0,In Progress
Chester,East Fallowfield Twp,6  ,44  ,155  ,1,0,In Progress
Allegheny,Stowe,12  ,42  ,27  ,1,0,In Progress
Allegheny,Stowe,12  ,38  ,24  ,1,0,In Progress
Allegheny,Springdal Boro,17  ,43  ,32  ,1,0,In Progress
Allegheny,Springdal Boro,17  ,38  ,30  ,1,0,In Progress
Lackawanna,Blakely,8  ,22  ,114  ,1,0,In Progress
Allegheny,South Park,17  ,42  ,42  ,1,0,In Progress
Allegheny,South Park,17  ,42  ,27  ,1,0,In Progress
Montgomery,Cheltenham Twp,4  ,12  ,153  ,1,0,In Progress
Montgomery,Cheltenham Twp,4  ,12  ,152  ,1,0,In Progress
Montgomery,Cheltenham Twp,1  ,24  ,131  ,1,0,In Progress
Cambria,Patton Boro,13  ,35  ,71  ,1,0,In Progress
Allegheny,South Fayette,17  ,42  ,42  ,1,0,In Progress
Allegheny,South Fayette,17  ,38  ,21  ,1,0,In Progress
Allegheny,South Fayette,17  ,37  ,45  ,1,0,In Progress
Allegheny,South Fayette,12  ,37  ,45  ,1,0,In Progress
Allegheny,South Fayette,12  ,37  ,40  ,1,0,In Progress
Allegheny,Sharpsburg,17  ,38  ,30  ,1,0,In Progress
Allegheny,Sharpsburg,12  ,42  ,21  ,1,0,In Progress
Allegheny,Shaler,17  ,42  ,42  ,1,0,In Progress
Allegheny,Shaler,17  ,42  ,21  ,1,0,In Progress
Allegheny,Shaler,17  ,42  ,20  ,1,0,In Progress
Lackawanna,Benton,8  ,22  ,113  ,1,0,In Progress
Lackawanna,Archbald,8  ,22  ,114  ,1,0,In Progress
Allegheny,Shaler,17  ,37  ,44  ,1,0,In Progress
Allegheny,Shaler,17  ,37  ,30  ,1,0,In Progress
Allegheny,Shaler,12  ,43  ,23  ,1,0,In Progress
Allegheny,Sewickley,17  ,38  ,20  ,1,0,In Progress
Allegheny,Sewickley,17  ,37  ,45  ,1,0,In Progress
Allegheny,Sewickley,12  ,43  ,23  ,1,0,In Progress
Chester,East Goshen Twp,6  ,19  ,74  ,1,0,In Progress
Berks,Laureldale Boro,4  ,48  ,130  ,1,0,In Progress
York,York Twp,11  ,28  ,196  ,1,0,In Progress
Allegheny,Scott,17  ,37  ,44  ,1,0,In Progress
Allegheny,Scott,12  ,45  ,38  ,1,0,In Progress
Allegheny,Scott,12  ,43  ,24  ,1,0,In Progress
Montgomery,Bridgeport Boro,5  ,17  ,54  ,1,0,In Progress
Allegheny,Scott,12  ,42  ,21  ,1,0,In Progress
Allegheny,Scott,12  ,37  ,45  ,1,0,In Progress
Allegheny,Scott,12  ,37  ,39  ,1,0,In Progress
Allegheny,Ross,17  ,43  ,32  ,1,0,In Progress
Allegheny,Ross,17  ,42  ,45  ,1,0,In Progress
Berks,Laureldale Boro,6  ,11  ,5  ,1,0,In Progress
Chester,East Goshen Twp,6  ,9  ,158  ,1,0,In Progress
Allegheny,Ross,17  ,38  ,21  ,1,0,In Progress
Montgomery,Bridgeport Boro,1  ,24  ,131  ,1,0,In Progress
Montgomery,Ambler Boro,4  ,4  ,153  ,1,0,In Progress
Berks,Laureldale Boro,9  ,48  ,124  ,1,0,In Progress
Chester,East Marlborough Twp,6  ,19  ,13  ,1,0,In Progress
Allegheny,Ross,17  ,37  ,28  ,1,0,In Progress
Allegheny,Ross,12  ,45  ,34  ,1,0,In Progress
Allegheny,Ross,12  ,45  ,25  ,1,0,In Progress
Allegheny,Ross,12  ,43  ,36  ,1,0,In Progress
Montgomery,Ambler Boro,1  ,12  ,151  ,1,0,In Progress
Allegheny,Robinson,17  ,42  ,45  ,1,0,In Progress
Allegheny,Robinson,17  ,42  ,27  ,1,0,In Progress
Allegheny,Robinson,17  ,38  ,20  ,1,0,In Progress
Chester,East Marlborough Twp,6  ,44  ,155  ,1,0,In Progress
Allegheny,Robinson,12  ,42  ,36  ,1,0,In Progress
Chester,East Marlborough Twp,6  ,9  ,160  ,1,0,In Progress
Montgomery,Ambler Boro,1  ,12  ,147  ,1,0,In Progress
Chester,East Nantmeal Twp,6  ,44  ,167  ,1,0,In Progress
Montgomery,Abington Twp,4  ,7  ,148  ,1,0,In Progress
Chester,East Vincent Twp,6  ,44  ,167  ,1,0,In Progress
Allegheny,Robinson,12  ,42  ,27  ,1,0,In Progress
Allegheny,Robinson,12  ,37  ,40  ,1,0,In Progress
Allegheny,Richland,17  ,42  ,20  ,1,0,In Progress
Chester,East Vincent Twp,6  ,9  ,158  ,1,0,In Progress
Chester,East Whiteland Twp,6  ,19  ,155  ,1,0,In Progress
Jefferson,Oliver Twp,15  ,25  ,66  ,1,0,In Progress
Chester,East Whiteland Twp,6  ,19  ,156  ,1,0,In Progress
Jefferson,Falls Creek Boro,15  ,35  ,75  ,1,0,In Progress
Jefferson,Brookville Boro,15  ,41  ,66  ,1,0,In Progress
Lancaster,Quarryville Boro,11  ,13  ,97  ,1,0,In Progress
Potter,Oswayo Twp,15  ,25  ,67  ,1,0,In Progress
Chester,Easttown Twp,6  ,19  ,167  ,1,0,In Progress
Potter,Pleasant Valley Twp,15  ,25  ,67  ,1,0,In Progress
Chester,Highland Twp,6  ,44  ,74  ,1,0,In Progress
Jefferson,(Empty),15  ,41  ,66  ,1,0,In Progress
Lancaster,Rapho Twp,11  ,13  ,41  ,1,0,In Progress
Chester,Kennett Square Boro,6  ,9  ,160  ,1,0,In Progress
Chester,Kennett Twp,6  ,19  ,74  ,1,0,In Progress
Berks,Lower Alsace Twp,4  ,11  ,126  ,1,0,In Progress
Allegheny,Richland,17  ,38  ,33  ,1,0,In Progress
Indiana,South Mahoning,14  ,41  ,62  ,1,0,In Progress
Indiana,Smicksburg,15  ,41  ,66  ,1,0,In Progress
Allegheny,Reserve,17  ,38  ,28  ,1,0,In Progress
Cambria,Ferndale Boro,13  ,35  ,72  ,1,0,In Progress
Chester,London Britain Twp,6  ,9  ,158  ,1,0,In Progress
Allegheny,Reserve,12  ,45  ,35  ,1,0,In Progress
Montgomery,Abington Twp,4  ,12  ,151  ,1,0,In Progress
Chester,Londonderry Twp,6  ,19  ,167  ,1,0,In Progress
Allegheny,Rankin,17  ,43  ,32  ,1,0,In Progress
Allegheny,Rankin,12  ,45  ,35  ,1,0,In Progress
Allegheny,Port Vue,12  ,45  ,38  ,1,0,In Progress
Allegheny,Port Vue,12  ,37  ,39  ,1,0,In Progress
Lancaster,Upper Leacock Twp,11  ,13  ,49  ,1,0,In Progress
Chester,Lower Oxford Twp,6  ,9  ,158  ,1,0,In Progress
Berks,Lower Alsace Twp,6  ,11  ,129  ,1,0,In Progress
Chester,Malvern Boro,6  ,44  ,167  ,1,0,In Progress
Berks,Lower Heidelberg Twp,6  ,11  ,129  ,1,0,In Progress
Allegheny,Plum,17  ,37  ,44  ,1,0,In Progress
Allegheny,Plum,12  ,45  ,36  ,1,0,In Progress
Chester,New London Twp,6  ,44  ,74  ,1,0,In Progress
Chester,Newlin Twp,6  ,19  ,156  ,1,0,In Progress
Allegheny,Plum,12  ,42  ,19  ,1,0,In Progress
Indiana,East Mahoning,14  ,41  ,66  ,1,0,In Progress
Indiana,East Mahoning,14  ,41  ,62  ,1,0,In Progress
Allegheny,Plum,12  ,38  ,24  ,1,0,In Progress
Chester,Newlin Twp,6  ,9  ,158  ,1,0,In Progress
Monroe,Tobyhanna,7  ,40  ,176  ,1,0,In Progress
Chester,North Coventry Twp,6  ,19  ,156  ,1,0,In Progress
Allegheny,Pleasant Hills,12  ,45  ,38  ,1,0,In Progress
Cambria,Ebensburg Boro,13  ,35  ,73  ,1,0,In Progress
Allegheny,Pleasant Hills,12  ,42  ,21  ,1,0,In Progress
Allegheny,Pleasant Hills,12  ,38  ,24  ,1,0,In Progress
Allegheny,Pleasant Hills,12  ,37  ,42  ,1,0,In Progress
Chester,Pennsbury Twp,6  ,19  ,74  ,1,0,In Progress
Chester,Phoenixville Boro,6  ,19  ,167  ,1,0,In Progress
Allegheny,Pleasant Hills,12  ,37  ,40  ,1,0,In Progress
Monroe,Stroudsburg,8  ,40  ,115  ,1,0,In Progress
Berks,Lyons Boro,4  ,24  ,130  ,1,0,In Progress
Monroe,Stroud,8  ,40  ,176  ,1,0,In Progress
Schuylkill,New Philadelphia Boro,9  ,29  ,124  ,1,0,In Progress
Chester,Pocopson Twp,6  ,19  ,156  ,1,0,In Progress
Chester,Sadsbury Twp,6  ,19  ,155  ,1,0,In Progress
Berks,Maidencreek Twp,6  ,11  ,129  ,1,0,In Progress
Schuylkill,North Union Twp,9  ,29  ,123  ,1,0,In Progress
Chester,Sadsbury Twp,6  ,19  ,167  ,1,0,In Progress
Schuylkill,Orwigsburg Boro,9  ,29  ,123  ,1,0,In Progress
Chester,Schuylkill Twp,6  ,19  ,167  ,1,0,In Progress
Chester,South Coatesville Boro,6  ,44  ,26  ,1,0,In Progress
Allegheny,Pittsburgh,17  ,42  ,21  ,1,0,In Progress
Huntingdon,Shirleysburg Boro,13  ,30  ,81  ,1,0,In Progress
Chester,South Coatesville Boro,6  ,44  ,74  ,1,0,In Progress
Huntingdon,Shade Gap Boro,13  ,30  ,81  ,1,0,In Progress
Chester,Thornbury Twp,6  ,19  ,156  ,1,0,In Progress
Chester,Tredyffrin Twp,6  ,19  ,156  ,1,0,In Progress
Chester,Tredyffrin Twp,6  ,19  ,167  ,1,0,In Progress
Berks,Mt Penn Boro,6  ,11  ,128  ,1,0,In Progress
Monroe,Ross,8  ,40  ,189  ,1,0,In Progress
Huntingdon,Franklin Twp,13  ,30  ,81  ,1,0,In Progress
Berks,Mt Penn Boro,6  ,11  ,99  ,1,0,In Progress
Monroe,Ross,8  ,40  ,115  ,1,0,In Progress
Monroe,Polk,8  ,40  ,176  ,1,0,In Progress
Huntingdon,Birmingham Boro,13  ,30  ,80  ,1,0,In Progress
Schuylkill,Shenandoah Boro,9  ,29  ,123  ,1,0,In Progress
Schuylkill,South Manheim Twp,9  ,29  ,116  ,1,0,In Progress
Schuylkill,South Manheim Twp,9  ,29  ,123  ,1,0,In Progress
Berks,Muhlenberg Twp,6  ,11  ,129  ,1,0,In Progress
Allegheny,Pittsburgh,17  ,37  ,28  ,1,0,In Progress
Berks,Muhlenberg Twp,6  ,11  ,5  ,1,0,In Progress
Allegheny,Pittsburgh,12  ,45  ,39  ,1,0,In Progress
Chester,Uwchlan Twp,6  ,19  ,155  ,1,0,In Progress
Monroe,Mt Pocono Boro,8  ,40  ,189  ,1,0,In Progress
Berks,Muhlenberg Twp,9  ,48  ,5  ,1,0,In Progress
Berks,Perry Twp,4  ,11  ,124  ,1,0,In Progress
Monroe,Jackson,8  ,40  ,115  ,1,0,In Progress
Chester,Uwchlan Twp,6  ,44  ,74  ,1,0,In Progress
Allegheny,Pittsburgh,12  ,45  ,34  ,1,0,In Progress
Schuylkill,Washington Twp,9  ,29  ,124  ,1,0,In Progress
Berks,Perry Twp,6  ,11  ,129  ,1,0,In Progress
Monroe,Eldred,8  ,40  ,176  ,1,0,In Progress
Schuylkill,Wayne Twp,9  ,29  ,124  ,1,0,In Progress
Montgomery,Conshohocken Boro,1  ,12  ,53  ,1,0,In Progress
Allegheny,Pittsburgh,12  ,37  ,42  ,1,0,In Progress
Chester,Valley Twp,6  ,19  ,158  ,1,0,In Progress
Chester,Valley Twp,6  ,19  ,167  ,1,0,In Progress
Berks,Reading,4  ,11  ,124  ,1,0,In Progress
Cambria,Ebensburg Boro,13  ,35  ,71  ,1,0,In Progress
Allegheny,Pitcairn,12  ,43  ,19  ,1,0,In Progress
Cambria,East Conemaugh Boro,13  ,35  ,71  ,1,0,In Progress
Monroe,Coolbaugh,8  ,40  ,189  ,1,0,In Progress
Chester,Valley Twp,6  ,44  ,74  ,1,0,In Progress
Allegheny,Pine,12  ,42  ,27  ,1,0,In Progress
Chester,Valley Twp,6  ,9  ,158  ,1,0,In Progress
Allegheny,Pine,12  ,37  ,40  ,1,0,In Progress
Allegheny,Pennsbury Vlg,17  ,42  ,27  ,1,0,In Progress
Chester,West Bradford Twp,6  ,19  ,156  ,1,0,In Progress
Berks,Reading,9  ,48  ,5  ,1,0,In Progress
